0.0184058;0.00156801;-0.0062865;-0.00882102;0.00174139;-0.00155091;0.00668256;
0.00030799;9.72506e-05;-0.000143141;-5.23093e-06;-1.45225e-06;-1.06e-05;2.12392e-05;
9.13644e-05;2.89616e-05;-5.5548e-05;-1.64189e-06;4.95654e-06;8.79013e-06;-1.71128e-05;
4.95049e-05;1.4152e-05;-3.1104e-05;-1.77731e-06;5.98773e-06;1.38892e-05;-2.89279e-05;
4.98586e-05;6.662e-06;-1.76808e-05;-1.62468e-06;7.55652e-06;1.53492e-05;-3.30754e-05;
1.7169e-05;-8.75756e-06;-4.02315e-06;-1.55919e-06;1.1963e-05;1.70621e-05;-3.71532e-05;
4.83429e-05;-1.56303e-06;-1.12991e-05;-1.52339e-06;1.37211e-05;1.57706e-05;-2.70866e-05;
2.46269e-05;-1.33187e-05;-9.31888e-07;-1.42355e-06;1.85123e-05;1.68617e-05;-2.58345e-05;
5.49675e-05;-3.2563e-08;-2.40787e-06;-1.40626e-06;1.60855e-05;1.64012e-05;-1.53358e-05;
1.71769e-05;-1.42295e-05;1.43148e-05;-1.23631e-06;2.20121e-05;1.91947e-05;-1.48438e-05;
3.24929e-05;-1.48282e-05;1.21939e-05;-1.19548e-06;2.77966e-05;2.39347e-05;-7.31341e-06;
7.73224e-06;-2.40782e-05;2.68048e-05;-1.07097e-06;3.23067e-05;3.05979e-05;-5.97083e-06;
1.85945e-05;-3.03414e-05;1.82025e-05;-9.37279e-07;4.44663e-05;4.44476e-05;3.36568e-06;
4.91033e-06;-5.12186e-05;4.8942e-06;-8.20275e-07;6.68184e-05;6.89655e-05;1.62716e-05;
1.44877e-05;-5.09779e-05;-5.13485e-06;-8.03757e-07;7.53509e-05;0.00010113;3.21248e-05;
1.73396e-05;-5.26142e-05;-2.66727e-05;-7.29601e-07;8.8082e-05;0.000146446;5.32403e-05;
6.13026e-06;-2.46903e-05;-2.73498e-05;-6.53292e-07;7.68984e-05;0.000185257;6.38962e-05;
-3.9128e-05;7.64919e-06;-4.60414e-05;-6.65685e-07;7.48921e-05;0.000206267;8.23591e-05;
-6.97511e-05;6.7713e-05;-7.54914e-05;-7.60141e-07;6.75832e-05;0.000187068;0.000100806;
-0.000113721;9.23354e-05;-0.000110299;-7.17942e-07;8.94153e-05;0.00017038;0.000127385;
-0.000151334;0.000126755;-0.000124082;-6.43422e-07;8.65731e-05;0.000133426;0.00013715;
-0.000169206;0.000130598;-0.000158014;-1.4581e-06;0.000117999;0.000123225;0.00017005;
-0.000148158;0.000166355;-0.000161789;-5.46505e-06;9.54068e-05;9.23639e-05;0.000171918;
-0.000194395;0.000180498;-0.000138922;-9.96239e-06;8.273e-05;7.52291e-05;0.000154071;
-0.000315053;0.000102962;-0.000130632;-7.67103e-06;0.00015136;0.000115302;0.000174474;
-0.000318329;0.000131094;-0.000162068;-4.01927e-05;0.0001477;0.000107658;0.000227394;
-0.000531492;0.000105608;-0.000117441;-3.83538e-05;0.00019323;0.000120145;0.000194094;
-0.000969139;3.7392e-05;-0.000193442;0.000569541;0.000295732;4.57294e-05;0.000367478;
-0.00133072;-2.75158e-05;-0.00014522;0.00144779;0.000365254;-4.74279e-06;0.000157885;
-0.000166644;0.00010578;-0.00024952;0.000334373;0.000171643;-9.27052e-05;0.000386378;
7.40601e-05;7.77051e-05;-0.000178865;0.000150104;9.48852e-05;7.18581e-06;0.000218922;
0.000304389;7.253e-05;-0.000228505;-0.000197139;4.92449e-05;2.01772e-05;0.000543299;
0.000430918;9.02615e-05;-0.000224209;-0.000387189;2.56928e-05;-5.18752e-05;0.00059296;
0.000369434;9.05934e-05;-0.000132787;-0.000285804;-1.35299e-06;-9.43408e-05;0.000252967;
0.000118602;9.99209e-06;-6.31915e-05;9.32928e-05;3.17768e-05;0.000116797;2.83048e-05;
0.000788279;7.89618e-05;-0.000591111;-0.00116276;7.01258e-05;8.85386e-07;0.00251601;
